fam_id,gene_name,dn,ds
Fam_384080,GUT_GENOME280459_01310,0.0153,0.0891
Fam_61307,GUT_GENOME137173_01617,0.004,0.0263
Fam_458233,GUT_GENOME245358_00583,0.0248,0.0082
Fam_177135,GUT_GENOME001161_00827,0,0.0451
Fam_178309,GUT_GENOME254041_01679,0.03815,0.11595
Fam_27487,GUT_GENOME012413_01010,0,0.0592667
Fam_405126,GUT_GENOME282619_01214,0.0227,0.203
Fam_173960,GUT_GENOME027373_01605,0.06598,0.07456
Fam_496114,GUT_GENOME146531_01386,0.0377,0.0291
Fam_598678,GUT_GENOME089708_01587,0,0.0431
Fam_364646,GUT_GENOME143249_02373,0.0664,0.0333
Fam_32736,GUT_GENOME138479_01400,0,0.0324
Fam_124229,GUT_GENOME095555_00667,0.0979,0.01745
Fam_128107,GUT_GENOME273991_01069,0.00658276,0.0605655
Fam_95249,GUT_GENOME172579_00893,0.0093,0.0643
Fam_455710,GUT_GENOME104667_00288,0.0071,0.0303
Fam_265230,GUT_GENOME234179_01205,0.0114667,0.0274533
Fam_60166,GUT_GENOME234683_00924,0.03521,0.29119
Fam_399877,GUT_GENOME254666_00976,0.0198,0.1223
Fam_298611,GUT_GENOME274071_00218,0.00899231,0.0353385
Fam_426952,GUT_GENOME243625_00723,0.0487571,0.0386429
Fam_141443,GUT_GENOME091301_00417,0.0111429,0.0369286
Fam_25231,GUT_GENOME041382_00192,0.0140091,0.0147727
Fam_453677,GUT_GENOME206515_00814,0.08315,0.1444
Fam_263657,GUT_GENOME079716_01762,0.02095,0.05645
Fam_513823,GUT_GENOME015311_01253,0.0129,0.0133
Fam_15968,GUT_GENOME011764_01276,0.0185667,0.0715667
Fam_610847,GUT_GENOME116237_01885,0.0154179,0.0851282
Fam_193025,GUT_GENOME169449_02049,0.0190333,0.0244667
Fam_261480,GUT_GENOME094697_00956,0.0601333,0.143778
Fam_362996,GUT_GENOME243639_01220,0.0174,0.0594333
Fam_528728,GUT_GENOME260236_00914,0.031,0.0358
Fam_171826,GUT_GENOME040767_01995,0.0528,0.1598
Fam_541513,GUT_GENOME093073_01647,0.0135667,0.205583
Fam_460640,GUT_GENOME105783_00406,0.0766455,0.140827
Fam_269130,GUT_GENOME233434_00277,0.0508,0.0103
Fam_481125,GUT_GENOME102205_01109,0.002,0.0283667
Fam_79992,GUT_GENOME003462_01969,0.047,0.0349
Fam_418680,GUT_GENOME127679_00684,0.0985,0.0196
Fam_501531,GUT_GENOME206301_01729,0.0331,0.0491
Fam_585624,GUT_GENOME082820_00407,0.0471,0.1789
Fam_395919,GUT_GENOME149864_02480,0,0.1168
Fam_106640,GUT_GENOME238407_01902,0.0139314,0.05546
Fam_224782,GUT_GENOME270032_00377,0.0355,0.0613
Fam_20225,GUT_GENOME236289_00357,0.0736,0.0667
Fam_65815,GUT_GENOME095209_00789,0.0101,0.0224
Fam_585942,GUT_GENOME189674_00111,0.0431,0.051775
Fam_383463,GUT_GENOME038240_01182,0.0491,0.0545
Fam_243199,GUT_GENOME001949_00156,0.00193333,0.0445667
Fam_230550,GUT_GENOME008952_00696,0.0124165,0.0389158
Fam_505520,GUT_GENOME266576_02246,0.049,0.0729
Fam_616313,GUT_GENOME268147_00865,0.0548,0.0304
Fam_314313,GUT_GENOME074028_01011,0.0437667,0.3339
Fam_483114,GUT_GENOME268626_00712,0.00303333,0.0338667
Fam_70284,GUT_GENOME073640_02072,0.0134342,0.0500151
Fam_155195,GUT_GENOME139106_01548,0.02414,0.03596
Fam_106537,GUT_GENOME011256_00641,0.00695,0.03685
Fam_111820,GUT_GENOME190384_00595,0.00485,0.0136
Fam_179103,GUT_GENOME201336_01307,0.0118,0.0601
Fam_596000,GUT_GENOME220921_01373,0.079,0.6672
Fam_482295,GUT_GENOME082735_00725,0.0353,0.0276
Fam_94818,GUT_GENOME001175_00656,0.2583,0.2879
Fam_178367,GUT_GENOME138094_01981,0.037,0.0209
Fam_553855,GUT_GENOME128206_00818,0,0.0228
Fam_195317,GUT_GENOME262407_00332,0.0793,0.1416
Fam_536847,GUT_GENOME035397_01404,0.0565222,0.0513333
Fam_272433,GUT_GENOME244331_01109,0.0207,0.0246
Fam_525797,GUT_GENOME106865_05192,0,0.0375
Fam_218106,GUT_GENOME273583_00772,0.02,0.0263333
Fam_139700,GUT_GENOME214966_00203,0.02075,0.0203167
Fam_555274,GUT_GENOME043909_00448,0.128367,0.223267
Fam_333557,GUT_GENOME282776_01040,0.0650833,0.104733
Fam_6887,GUT_GENOME051133_01635,0.0250444,0.0513
Fam_249327,GUT_GENOME099556_00134,0.0429,0.0519
Fam_13416,GUT_GENOME001313_00130,0.004,0.192
Fam_349823,GUT_GENOME220871_00749,0.1105,0.192
Fam_366733,GUT_GENOME009138_00256,0.0306,0.0339
Fam_558551,GUT_GENOME164942_00765,0.0773,0.5125
Fam_90262,GUT_GENOME129282_00380,0.0034,0.0216
Fam_86448,GUT_GENOME041642_00867,0.1224,0.1185
Fam_92441,GUT_GENOME219925_00040,0.0318,0.0692
Fam_551999,GUT_GENOME140298_02322,0.0218,0.2188
Fam_435947,GUT_GENOME072422_00703,0.0071726,0.032137
Fam_270178,GUT_GENOME011855_00856,0,0.0934
Fam_39661,GUT_GENOME103639_01624,0.0862128,0.100477
Fam_490958,GUT_GENOME097832_00028,0,0.15835
Fam_209780,GUT_GENOME251712_00815,0.0462667,0.47875
Fam_217711,GUT_GENOME012871_01834,0.0646,0.6433
Fam_459161,GUT_GENOME028579_00927,0.0034,0.0548333
Fam_288544,GUT_GENOME015622_00298,0,0.0750625
Fam_338120,GUT_GENOME090413_00991,0.017,0.0407
Fam_411168,GUT_GENOME234407_00568,0,0.0239
Fam_231014,GUT_GENOME062108_01244,0.0105,0.0168
Fam_388000,GUT_GENOME154069_00792,0.0177,0.2247
Fam_2221,GUT_GENOME009094_00603,0.0049,0.3072
Fam_59281,GUT_GENOME009896_01032,0.217767,1.12697
Fam_311131,GUT_GENOME147945_01198,0.0212444,0.0264349
Fam_551601,GUT_GENOME103819_01101,0.044375,0.062875
Fam_438400,GUT_GENOME251449_01486,0.0363,0.0394
Fam_26118,GUT_GENOME026022_02855,0.0158197,0.0654818
Fam_2869,GUT_GENOME257727_00927,0.006,0.0547154
Fam_285453,GUT_GENOME011195_01563,0.0557,0.0727
Fam_557295,GUT_GENOME009216_00111,0.0051,0.0555
Fam_249206,GUT_GENOME226138_00565,0.0996,0.4127
Fam_136191,GUT_GENOME101073_01727,0.028413,0.212996
Fam_350933,GUT_GENOME278400_01801,0.01485,0.02075
Fam_517436,GUT_GENOME127471_01303,0.0180944,0.151044
Fam_530344,GUT_GENOME166894_01688,0.1449,0.0852
Fam_297661,GUT_GENOME158576_03222,0.0439467,0.101327
Fam_432727,GUT_GENOME048655_01277,0.05615,0.0728167
Fam_476988,GUT_GENOME251506_01435,0.179212,0.200024
Fam_280405,GUT_GENOME281362_01121,0.00743333,0.0758167
Fam_524283,GUT_GENOME176050_01305,0.0322,0.254583
Fam_199507,GUT_GENOME011208_00975,0.0081,0.0192
Fam_182482,GUT_GENOME063868_00395,0.037,0.147
Fam_601828,GUT_GENOME066874_00468,0.0642,0.0467
Fam_97184,GUT_GENOME183613_00632,0.028425,0.0429
Fam_541754,GUT_GENOME049522_00410,0.0172333,0.052
Fam_600832,GUT_GENOME024546_00936,0.0349333,0.0343
Fam_516102,GUT_GENOME285964_00750,0.052,0.0612
Fam_555755,GUT_GENOME124729_02634,0.0129272,0.063208
Fam_283049,GUT_GENOME148893_00275,0.1191,0.07832
Fam_170325,GUT_GENOME087253_00881,0.0536,0.1015
Fam_331138,GUT_GENOME131946_01270,0.0768667,0.118367
Fam_257929,GUT_GENOME243941_01037,0.0881,0.0581
Fam_587497,GUT_GENOME221676_00374,0.0079,0.0152
Fam_598149,GUT_GENOME086016_01408,0,0.1049
Fam_257220,GUT_GENOME216718_01709,0.0212,0.0198
Fam_546532,GUT_GENOME134442_00092,0.0038,0.0988
Fam_320889,GUT_GENOME262132_01368,0,0.0278
Fam_145921,GUT_GENOME222199_00827,0.02754,0.03726
Fam_132133,GUT_GENOME072559_01287,0.0106642,0.137818
Fam_261872,GUT_GENOME076738_00204,0.0378,0.0193
Fam_145524,GUT_GENOME169735_00353,0.0118083,0.0881333
Fam_350722,GUT_GENOME012053_01080,0.0077,0.0214
Fam_295684,GUT_GENOME222395_00365,0.0189,0.068
Fam_34762,GUT_GENOME111398_00930,0.0164,0.1028
Fam_217782,GUT_GENOME222548_02394,0,0.0386
Fam_425942,GUT_GENOME228078_02021,0.1672,0.0697
Fam_227095,GUT_GENOME048658_01599,0.02195,0.04925
Fam_494761,GUT_GENOME129140_00890,0.0297185,0.033832
Fam_45400,GUT_GENOME197769_01560,0.0162,0.0303
Fam_488684,GUT_GENOME220516_01720,0.0124714,0.00755714
Fam_426150,GUT_GENOME071374_00115,0.04705,0.0191
Fam_40277,GUT_GENOME102038_00038,0,0.0433
Fam_38593,GUT_GENOME099853_02246,0.09485,0.0974
Fam_486090,GUT_GENOME156939_01337,0.1334,0.155
Fam_195932,GUT_GENOME225806_01312,0.0241667,0.0758
Fam_462459,GUT_GENOME006279_00745,0.041,0.0172
Fam_504676,GUT_GENOME011916_01543,0.0254583,0.0474458
Fam_628969,GUT_GENOME257018_00490,0.037,0.1418
Fam_123630,GUT_GENOME250879_01183,0.047,0.0353
Fam_426007,GUT_GENOME234840_00388,0.00654,0.01212
Fam_486309,GUT_GENOME205712_00604,0.0022,0.02445
Fam_576643,GUT_GENOME090455_01987,0.12427,0.26054
Fam_71523,GUT_GENOME112994_00252,0.0151421,0.0578632
Fam_389342,GUT_GENOME225388_01767,0.06595,0.039425
Fam_516288,GUT_GENOME079636_00268,0,0.0645
Fam_21905,GUT_GENOME223145_00925,0.0053,0.015675
Fam_569199,GUT_GENOME283941_01433,0.137259,0.187833
Fam_158037,GUT_GENOME020948_01103,0,0.07005
Fam_137377,GUT_GENOME117386_01740,0.0434,0.0829
Fam_501557,GUT_GENOME226385_00839,0.0224036,0.0603929
Fam_39203,GUT_GENOME095078_00670,0.0302,0.0387
Fam_143792,GUT_GENOME037943_01282,0.04165,0.04935
Fam_318018,GUT_GENOME237740_00273,0.04538,0.06294
Fam_516510,GUT_GENOME054288_01889,0.0327,0.061425
Fam_566463,GUT_GENOME102067_00210,0.04295,0.02895
Fam_368531,GUT_GENOME073048_00461,0.0034,0.02615
Fam_83676,GUT_GENOME094725_00093,0.0608857,0.0511143
Fam_106381,GUT_GENOME047663_01190,0.0386613,0.152436
Fam_561919,GUT_GENOME077943_02825,0.009775,0.033125
Fam_184349,GUT_GENOME207681_01606,0.0074,0.0473
Fam_217258,GUT_GENOME278542_00385,0.0312,0.0369
Fam_101401,GUT_GENOME250938_01708,0.0373333,0.00896667
Fam_257500,GUT_GENOME114281_00897,9e-04,0.0046
Fam_130446,GUT_GENOME209193_00432,0.0054,0.0231
Fam_44955,GUT_GENOME018529_01260,0.0801,0.0813
Fam_522825,GUT_GENOME235011_00447,0.0382,0.0532
Fam_128386,GUT_GENOME238879_01610,0.02155,0.04915
Fam_47577,GUT_GENOME087091_01244,0.02385,0.0569
Fam_490670,GUT_GENOME040485_00645,0.0247769,0.0754385
Fam_291514,GUT_GENOME176539_01666,0.0778,0.1613
Fam_212571,GUT_GENOME115678_00062,0.00665714,0.0369381
Fam_241593,GUT_GENOME235192_00607,0,0.07015
Fam_504807,GUT_GENOME096441_02851,0.0202,0.1139
Fam_251114,GUT_GENOME274367_00217,0.0033,0.0455667
Fam_165132,GUT_GENOME059609_01788,0.0072,0.015425
Fam_508934,GUT_GENOME243291_00810,0.0084,0.0273
Fam_188424,GUT_GENOME260851_01437,0.0145,0.0931
Fam_21734,GUT_GENOME133982_02242,0.107775,0.029025
Fam_465747,GUT_GENOME127866_00492,0.02055,0.03565
Fam_547933,GUT_GENOME161112_02302,0.0751968,0.0375613
Fam_90534,GUT_GENOME238972_01513,0.028,0.1103
Fam_355338,GUT_GENOME078571_00331,0.02146,0.07638
Fam_590085,GUT_GENOME118404_00245,0.0064,0.0284
Fam_278018,GUT_GENOME274072_00781,0.20305,1.3115
Fam_545847,GUT_GENOME236721_00370,0.0741333,0.0809667
Fam_65773,GUT_GENOME089930_03970,0.0863783,0.266239
Fam_480739,GUT_GENOME037654_00771,0,0.0396
Fam_572922,GUT_GENOME066743_00214,0.0116133,0.1338
Fam_387300,GUT_GENOME187621_00464,0.0429917,0.0583033
Fam_190096,GUT_GENOME256437_00417,0.0224,0.0742571
Fam_32643,GUT_GENOME022516_00463,0.0155667,0.0407
Fam_27492,GUT_GENOME101537_00127,0.00715,0.04735
Fam_97929,GUT_GENOME010786_01396,0.0353143,0.184214
Fam_376508,GUT_GENOME109904_00653,0.0143,0.0718
Fam_13783,GUT_GENOME018717_01142,0.0185,0.3272
Fam_132083,GUT_GENOME049360_01456,0.0241647,0.0189565
Fam_602808,GUT_GENOME163865_00011,0.0246286,0.0142
Fam_292409,GUT_GENOME102059_00299,0.0385333,0.112825
Fam_39063,GUT_GENOME087449_00485,0.0861254,0.32327
Fam_105174,GUT_GENOME132769_01061,0.0104,0.0521
Fam_562987,GUT_GENOME057001_00596,0.01528,0.06484
Fam_400843,GUT_GENOME136832_00180,0.0422,0.0606
Fam_549437,GUT_GENOME102755_00942,0.0036,0.0675
Fam_197154,GUT_GENOME134025_01428,0.00253333,0.0411333
Fam_111636,GUT_GENOME045695_00461,0.0089,0.032
Fam_531038,GUT_GENOME052952_01688,0.0290571,0.01705
Fam_451588,GUT_GENOME265532_01465,0.0068,0.009
Fam_255879,GUT_GENOME114506_01448,0.0216333,0.0710667
Fam_11391,GUT_GENOME021826_00686,0.0196,0.0676
Fam_288902,GUT_GENOME217060_01234,0.0142455,0.0823364
Fam_238644,GUT_GENOME067168_01045,0.0169314,0.0251882
Fam_480412,GUT_GENOME067641_02109,0.0338,0.0281
Fam_315243,GUT_GENOME093177_00078,0.051,0.1543
Fam_383750,GUT_GENOME221651_01277,0.263133,0.2212
Fam_147591,GUT_GENOME239558_00098,0.0299,0.0676
Fam_328736,GUT_GENOME042741_01106,0.0174,0.0316
Fam_123233,GUT_GENOME074144_01618,0.131667,0.252567
Fam_227002,GUT_GENOME279744_00743,0.07792,0.04086
Fam_503625,GUT_GENOME084427_01709,0.0169485,0.127927
Fam_18670,GUT_GENOME115910_00825,0.0257,0.0941
Fam_271266,GUT_GENOME158307_01967,0.0153462,0.0202231
Fam_510172,GUT_GENOME230973_01242,0.0224333,0.089
Fam_538646,GUT_GENOME092003_00830,0.0671,0.1409
Fam_191803,GUT_GENOME164235_01648,0,0.0788333
Fam_45648,GUT_GENOME053536_02860,0.0377583,0.0501583
Fam_6851,GUT_GENOME048770_00757,0.0054,0.0256
Fam_616883,GUT_GENOME084267_00339,0.0348,0.1424
Fam_491141,GUT_GENOME139775_00712,0.0152,0.3157
Fam_179417,GUT_GENOME097661_02458,0.0946,0.0565
Fam_446934,GUT_GENOME057426_02052,0.12315,0.7234
Fam_176875,GUT_GENOME028412_00547,0,0.0761
Fam_568690,GUT_GENOME218736_00076,0.0367,0.0346
Fam_348084,GUT_GENOME178130_01575,0.0904167,0.130313
Fam_232931,GUT_GENOME054818_00909,0.24459,0.421219
Fam_62625,GUT_GENOME137802_00851,0.0191133,0.0860667
Fam_7075,GUT_GENOME007291_00150,0.0081,0.0179
Fam_512689,GUT_GENOME235562_00868,0.0104625,0.0153375
Fam_214358,GUT_GENOME232361_03462,0.0354,0.1684
Fam_431566,GUT_GENOME108642_01537,0.05395,0.32705
Fam_590463,GUT_GENOME205604_01847,0,0.0506
Fam_464064,GUT_GENOME198855_02874,0.2903,0.4194
Fam_434471,GUT_GENOME120500_00838,0.0164,0.092
Fam_71623,GUT_GENOME063387_00509,0.185086,0.303288
Fam_96367,GUT_GENOME089975_00364,0.00242667,0.10332
Fam_75309,GUT_GENOME163009_03063,0.028,0.2011
Fam_608897,GUT_GENOME123357_00034,0.0370954,0.0121738
Fam_604761,GUT_GENOME157369_01495,0.0913,0.1128
Fam_207228,GUT_GENOME265990_00419,0.00574286,0.0465524
Fam_136889,GUT_GENOME067734_00766,0.00765,0.03995
Fam_292625,GUT_GENOME200459_00399,2.017,0.5991
Fam_154068,GUT_GENOME018731_01545,0.0061,0.0838
Fam_311205,GUT_GENOME105601_00814,0,0.0483667
Fam_319490,GUT_GENOME270963_01803,0.1873,0.1362
Fam_598413,GUT_GENOME134884_00139,0.0111185,0.0540889
Fam_613176,GUT_GENOME058786_00452,0.019,0.0443
Fam_324394,GUT_GENOME233600_00440,0.0434484,0.193588
Fam_55529,GUT_GENOME182702_01325,0.005972,0.014008
Fam_603672,GUT_GENOME284170_00180,0.0454,0.3331
Fam_160788,GUT_GENOME087413_01108,0.00895455,0.0374045
Fam_211133,GUT_GENOME269309_00328,0.0075,0.0870333
Fam_180402,GUT_GENOME214882_02199,0.098,0.09965
Fam_251376,GUT_GENOME098249_01370,0.0591,0.5251
Fam_475741,GUT_GENOME088630_01188,0.00828,0.0578
Fam_8795,GUT_GENOME017665_00136,0.0078,0.0653
Fam_417421,GUT_GENOME025934_00249,0.0172333,0.0422
Fam_177351,GUT_GENOME237805_01385,0.0038,0.0306
Fam_83082,GUT_GENOME101709_00780,0.0363073,0.0198891
Fam_210259,GUT_GENOME179184_03808,0.01625,0.04125
Fam_587903,GUT_GENOME026764_01444,0.0039,0.0199
Fam_175913,GUT_GENOME197663_01183,0,0.0732
Fam_515223,GUT_GENOME075134_00925,0.00986667,0.1091
Fam_191082,GUT_GENOME054059_00064,0.0105,0.05895
Fam_107237,GUT_GENOME261708_00401,0.1673,0.5859
Fam_454301,GUT_GENOME101992_00496,0.0073,0.1874
Fam_93905,GUT_GENOME092692_00980,0,0.0355
Fam_511299,GUT_GENOME110064_00019,0.0817444,0.1331
Fam_38317,GUT_GENOME024775_00433,0.0074,0.0382
Fam_378858,GUT_GENOME234667_01729,0.0131556,0.0964444
Fam_121133,GUT_GENOME220077_01027,0.00512857,0.0730714
Fam_165716,GUT_GENOME012393_00886,0,0.09175
Fam_249455,GUT_GENOME188095_00082,0.1302,0.2375
Fam_66662,GUT_GENOME201822_01948,0.0634215,0.0588713
Fam_240310,GUT_GENOME221579_00203,0.0208,0.025
Fam_110573,GUT_GENOME112447_01098,0.01518,0.02322
Fam_215145,GUT_GENOME028598_01084,0.0422,0.0498
Fam_259029,GUT_GENOME156381_01831,0.0156,0.0944
Fam_242368,GUT_GENOME196304_00782,0.0372,0.015
Fam_585284,GUT_GENOME070576_01397,0.0804,0.0377
Fam_115340,GUT_GENOME244579_02858,0.17,2.1448
Fam_284034,GUT_GENOME053709_01104,0.0837,0.0379
Fam_511421,GUT_GENOME010575_00998,0.02998,0.1053
Fam_428951,GUT_GENOME261511_00540,0.15262,0.12808
Fam_244938,GUT_GENOME020885_01058,0.0078,0.2043
Fam_549094,GUT_GENOME004514_02153,0.0182,0.1032
Fam_462452,GUT_GENOME283286_00940,0.0079,0.0178
Fam_494789,GUT_GENOME021002_01418,0.0122146,0.0393988
Fam_292866,GUT_GENOME197958_01690,0.0784949,0.0275385
Fam_24990,GUT_GENOME104640_00834,0.0161444,0.0412333
Fam_107019,GUT_GENOME237290_00274,0.00776667,0.0442333
Fam_197489,GUT_GENOME088989_01178,0,0.0357
Fam_140247,GUT_GENOME042754_00680,0.0179667,0.1057
Fam_580153,GUT_GENOME180917_00324,0.0443531,0.0588922
Fam_114511,GUT_GENOME209191_00095,0.00690409,0.0300845
Fam_408496,GUT_GENOME103328_00316,0.029375,0.0182
Fam_241955,GUT_GENOME127346_00665,0.07634,0.07504
Fam_134834,GUT_GENOME007822_00682,0.334271,0.851471
Fam_298840,GUT_GENOME105797_01352,0,0.0761
Fam_594927,GUT_GENOME195614_00711,0.0077375,0.063375
Fam_73379,GUT_GENOME068040_01685,0.06935,0.22265
Fam_21220,GUT_GENOME134560_00312,0.221688,1.14935
Fam_145222,GUT_GENOME280821_01385,0,0.0118
Fam_385012,GUT_GENOME074310_01188,0.025275,0.03995
Fam_446460,GUT_GENOME000944_00166,0.0229,0.067
Fam_409356,GUT_GENOME284689_00239,0.0088,0.0664
Fam_460240,GUT_GENOME158050_01098,0.0044,0.0543
Fam_202980,GUT_GENOME204637_01494,0.024175,0.023975
Fam_582317,GUT_GENOME235734_01354,0.0781667,0.0732
Fam_138000,GUT_GENOME069365_01405,0.0917,0.072
Fam_346052,GUT_GENOME238059_00286,0.0396,0.0288
Fam_234569,GUT_GENOME158561_00895,0.0182333,0.0704333
Fam_192000,GUT_GENOME118713_01702,0.0145,0.0435
Fam_504728,GUT_GENOME109882_01141,0.0102,0.0067
Fam_391161,GUT_GENOME153217_00868,0.0128,0.0081
Fam_331117,GUT_GENOME285947_01990,0.0565,0.0301
Fam_318807,GUT_GENOME086569_01831,0.257467,0.1113
Fam_350840,GUT_GENOME239780_00130,0.0224,0.0872
Fam_21340,GUT_GENOME217246_02382,0.0076,0.2062
Fam_69916,GUT_GENOME068799_00374,0,0.0807
Fam_530858,GUT_GENOME216555_02385,0.0926,0.0463
Fam_572666,GUT_GENOME116281_01640,0.0194,0.0176333
Fam_83639,GUT_GENOME015607_01232,0.099225,0.125108
Fam_64932,GUT_GENOME007886_02305,0.0304,0.0321
Fam_234083,GUT_GENOME177105_00173,0.0122,0.0751
Fam_55005,GUT_GENOME129198_01415,0.00193333,0.0350889
Fam_611301,GUT_GENOME230552_00790,0.133233,0.1201
Fam_267354,GUT_GENOME023600_01123,0.0075625,0.068725
Fam_415113,GUT_GENOME114909_01792,0.02755,0.0381333
Fam_16735,GUT_GENOME139922_01717,0.206267,0.08385
Fam_588679,GUT_GENOME087521_01130,0.00288571,0.104014
Fam_95460,GUT_GENOME181022_00210,0.0194,0.0112
Fam_899,GUT_GENOME163200_00612,0.0142,0.034
Fam_124083,GUT_GENOME140575_00222,0.052,0.1181
Fam_294778,GUT_GENOME282723_00262,0.0896,0.03545
Fam_565944,GUT_GENOME026070_00943,0.0237,0.0853
Fam_175459,GUT_GENOME130147_01664,0.05845,0.0602
Fam_489963,GUT_GENOME278903_01746,0.013425,0.108175
Fam_389679,GUT_GENOME258087_01317,0.0199,0.383
Fam_460303,GUT_GENOME137478_00944,0.0075,0.0804
Fam_508547,GUT_GENOME120609_01239,0.0154,0.0372333
Fam_368665,GUT_GENOME265444_00471,0.0599848,0.0364455
Fam_485659,GUT_GENOME127812_00032,0.116025,0.141225
Fam_348046,GUT_GENOME117491_00755,0.0087,0.0422
Fam_12552,GUT_GENOME277787_00763,0.0268,0.0454
Fam_414609,GUT_GENOME111256_01170,0.0063,0.0161
Fam_371068,GUT_GENOME147740_04949,0.0132333,0.0217333
Fam_404056,GUT_GENOME190554_00586,0.0549,0.6221
Fam_237335,GUT_GENOME090921_02250,0,0.0964
Fam_113328,GUT_GENOME062617_00296,0.04385,0.029775
Fam_75318,GUT_GENOME257502_01506,0.0036,0.0450526
Fam_431126,GUT_GENOME231812_01300,0.0384,0.0087
Fam_52455,GUT_GENOME104953_00605,0.0196,0.0481
Fam_466879,GUT_GENOME027287_00421,0.0695,0.6059
Fam_501087,GUT_GENOME068406_01174,0.0136,0.0327
Fam_473127,GUT_GENOME022400_01550,0,0.0695
Fam_65060,GUT_GENOME079003_01886,0.0268,0.0179
Fam_20943,GUT_GENOME283622_00765,0.0472,0.0843
Fam_381291,GUT_GENOME096900_00819,0.0683,0.04795
Fam_329410,GUT_GENOME219639_00620,0.0114667,0.0905833
Fam_477251,GUT_GENOME024314_01296,0.0057,0.0789
Fam_196644,GUT_GENOME255709_00942,0.00341667,0.0444333
Fam_482940,GUT_GENOME159166_00933,0.0035,0.0233
Fam_12063,GUT_GENOME007491_00484,0.0099,0.023
Fam_29885,GUT_GENOME158607_01300,0.0179667,0.0428
Fam_147476,GUT_GENOME157247_00082,0,0.0703
Fam_143828,GUT_GENOME221500_00328,0.404269,0.394705
Fam_213995,GUT_GENOME077454_01030,0.011045,0.05026
Fam_285441,GUT_GENOME276531_01256,0.096,0.0782
Fam_573466,GUT_GENOME025310_03073,0.407868,0.313654
Fam_549149,GUT_GENOME275339_00885,0.00503122,0.0627561
Fam_533378,GUT_GENOME028302_01330,0.0201,0.0737
Fam_155671,GUT_GENOME149965_00098,0.0554,0.01685
Fam_227621,GUT_GENOME249130_01044,0.0183526,0.0499895
Fam_403129,GUT_GENOME018098_00437,0.0322,0.0846
Fam_628675,GUT_GENOME038416_00057,0.0123906,0.0643757
Fam_22045,GUT_GENOME112001_00822,0.0093,0.0458
Fam_514202,GUT_GENOME134434_00852,0.004,0.0341
Fam_556214,GUT_GENOME018977_00271,0.1313,0.1835
Fam_196234,GUT_GENOME109526_00262,0.0249,0.0361667
Fam_116690,GUT_GENOME237739_01515,0.0728667,0.263833
Fam_312179,GUT_GENOME195919_00374,0.00758333,0.0462833
Fam_26889,GUT_GENOME030887_02179,0.0273133,0.0426
Fam_251547,GUT_GENOME236723_00856,0.0165,0.0407
Fam_46438,GUT_GENOME243804_01541,0,0.22745
Fam_579197,GUT_GENOME134370_01315,0.0278,0.0878
Fam_250061,GUT_GENOME051136_00045,0.0034,0.0443
Fam_415129,GUT_GENOME026458_00459,0.0026,0.0038
Fam_116677,GUT_GENOME276777_01243,0,0.0953
Fam_322773,GUT_GENOME077641_00205,0.07205,0.0114
Fam_543511,GUT_GENOME235730_01235,0.2672,0.5608
Fam_307892,GUT_GENOME062946_01622,0.0337,0.18015
Fam_623457,GUT_GENOME013936_01509,0.0256,0.1252
Fam_11453,GUT_GENOME116450_00230,0.0068,0.0673333
Fam_520631,GUT_GENOME022794_01700,0.05289,0.15712
Fam_589349,GUT_GENOME233310_00305,0.038,0.0116
Fam_176137,GUT_GENOME233427_02733,0.0495,0.100911
Fam_131237,GUT_GENOME063957_02065,0.0266,0.0497833
Fam_358993,GUT_GENOME026699_01155,0.0395,0.120817
Fam_258433,GUT_GENOME137133_01333,0.0751,0.0776
Fam_569083,GUT_GENOME040073_00506,0.0322,0.0775667
Fam_114318,GUT_GENOME239768_00080,0.1431,0.4045
Fam_412403,GUT_GENOME248245_00977,0.01382,0.01204
Fam_319792,GUT_GENOME069795_02142,0.0328,0.1222
Fam_508873,GUT_GENOME014217_00519,0.00662667,0.07564
Fam_255632,GUT_GENOME011702_01300,0.025,0.0127
Fam_629953,GUT_GENOME158598_00387,0,0.051
Fam_233285,GUT_GENOME275571_01466,0.0642,0.1039
Fam_235027,GUT_GENOME259764_00283,0.0161,0.08805
Fam_95980,GUT_GENOME230901_01285,0.01725,0.03085
Fam_108386,GUT_GENOME169110_03929,0.0166,0.0301
Fam_291866,GUT_GENOME233451_00813,0.01775,0.0251
Fam_310730,GUT_GENOME000703_02434,0.0998333,0.350533
Fam_143999,GUT_GENOME186009_01632,0.0036,0.07298
Fam_379564,GUT_GENOME095510_01624,0.0568889,0.0359111
Fam_242364,GUT_GENOME164232_00954,0.013,0.0592
Fam_623472,GUT_GENOME238360_00402,0.0166,0.0169
Fam_335298,GUT_GENOME047921_01073,0,0.0414
Fam_433375,GUT_GENOME148909_00659,0.0358,0.069
Fam_152529,GUT_GENOME059873_02230,0.00717333,0.02979
Fam_500278,GUT_GENOME281369_00012,0.00411429,0.0350143
Fam_319210,GUT_GENOME160377_00522,0.0045,0.0805
Fam_47052,GUT_GENOME196803_01709,0.0201067,0.0282333
Fam_601098,GUT_GENOME203474_00916,0.03435,0.0336
Fam_24826,GUT_GENOME085429_02053,0.0509,0.1025
Fam_622991,GUT_GENOME025860_01477,0,0.103467
Fam_462055,GUT_GENOME110151_00652,0.331858,0.386708
Fam_508490,GUT_GENOME037568_00238,0.0727,0.22445
